GENE	DISTANCE	EXPRESSION	DSB
HIPK3	91	5.2701272092	0.00559107540932
C11ORF91	18	18.5583687444	0.00880107140352
FBXO3	85	9.42018106518	0.00454846654915
LMO2	10	52705.7151127	0.385001146343
CAPRIN1	47	2095.39997281	0.0888605905903
CAT	53	2578.13021224	0.175690353978
ELF5	21	14.7831839685	0.00899860498345
PDHX	0	15039.2069125	0.220485754035
SLC1A2	27	10.3009861203	0.00750368504383
TRIM44	45	9.62022647261	0.00515105721898
COMMD9	24	42.1886514689	0.011757349477
TRAF6	17	13.8347551049	0.0153715757187
C11ORF74	29	25.7642112431	0.00728933849593
API5	20	36.4425771267	0.0235075826019
TTC17	66	62.5748867292	0.0112973350572
ACCSL	3	2113.91841206	0.0671029291804
ACCS	21	256.936818636	0.0232499588918
EXT2	38	21.1881182796	0.00605279171646
ALX4	25	37.6327359909	0.00850424566461
SLC35C1	30	11.8414092647	0.00762392540485
CRY2	72	2.77474319846	0.0036983488635
MAPK8IP1	86	11.0262312883	0.00470156616758
C11ORF94	62	10.0349536102	0.00448739766459
PEX16	51	32.9022192362	0.0105552530915
GYLTL1B	49	16.5014877498	0.0056479522891
DGKZ	20	237.416843928	0.0270413914992
MDK	12	42337.4616121	0.442630503449
CHRM4	5	155.810760439	0.0384043515387
AMBRA1	48	8.3242479482	0.00449200904737
HARBI1	74	6.99758410712	0.00405042349893
ATG13	72	2.66534453734	0.00329539104463
CKAP5	43	22.4228073513	0.00629821161725
LRP4-AS1	45	1.76990016768	0.00211451473304
CORIN	96	0.6108770152	0.00141300190489
C11ORF49	44	9.11612076987	0.00522114696668
NUP160	86	12.7495246729	0.00491721488251
PTPRJ	43	5.6831496374	0.00363154108946
TNKS1BP1	19	62.5175254724	0.0107778853032
SSRP1	8	27097.3896691	0.284800780728
P2RX3	7	304.418507484	0.0266223283762
PRG3	34	15.0904703377	0.00679289916109
SLC43A3	80	4.43103674033	0.00450749726843
SLC43A1	54	11.385634505	0.00586595214131
TIMM10	38	618.546579058	0.0386815423273
UBE2L6	0	2599.19064934	0.254960584809
SERPING1	27	927.987740667	0.0529867113788
MIR130A	70	0.673243997965	0.00143132696436
YPEL4	80	4.01640499052	0.00481735259218
CLP1	86	7.8298554684	0.00613446133203
ZDHHC5	96	3.06636698738	0.00362931666162
LPXN	98	2.85421473236	0.00275256873286
ZFP91	99	17.763043433	0.00804618280496
ZFP91-CNTF	99	-0.730270104243	-0.000109440966042
CNTF	55	19.8410021643	0.00627233029489
GLYATL2	49	6.8813786368	0.00377535493044
GLYATL1	9	206.276750427	0.0203569922852
PATL1	84	29.8172978672	0.00772225566746
OR10V2P	7	350.481230807	0.029162868254
STX3	0	753.454417232	0.223627151851
MRPL16	5	17825.9716546	0.24905035269
MT3	26	15.8309827311	0.00722864141419
TCN1	47	4.51668488486	0.00478580550831
OOSP1	24	24.79601577	0.00783324962258
MS4A2	39	10.7652352534	0.00961420542494
MS4A6A	56	4.30403230497	0.00361775402477
MS4A4A	9	187.093058169	0.0199362179008
MS4A5	61	3.23114897346	0.00278079819734
MS4A8	78	-0.18923791808	0.00125763698684
PGA5	99	2.37075367392	0.00210988334476
VWCE	43	13.3670429982	0.00472281431773
DDB1	5	2254.50709653	0.0980096649186
TMEM138	20	179.016881338	0.0209724495906
TMEM216	51	39.0397399779	0.00837700349442
CPSF7	46	164.554469074	0.037912333895
SDHAF2	48	11.3050606041	0.00489274055001
PPP1R32	0	3336.00085897	0.222323984258
LRRC10B	12	68.0929658478	0.016561554709
SYT7	55	8.24153701164	0.00647078903684
RPLP0P2	23	12.7244013573	0.0092231951643
MYRF	45	8.58958992058	0.00383392554175
TMEM258	3	4733.96058388	0.119428777735
FEN1	5	460.020607499	0.0614336537246
FADS1	20	1388.22649914	0.0706272181552
FADS2	17	56.671527206	0.0219784615035
FADS3	52	9.04628254304	0.00672668012739
RAB3IL1	26	34.7347415	0.00767699738744
BEST1	1	15721.4771247	0.199281281589
FTH1	21	361260.208295	2.96921032756
INCENP	12	89.7858933062	0.0165832177649
ASRGL1	38	7.18676705677	0.00418107870003
MTA2	92	4290.48597132	0.22787257994
EML3	81	568.377256498	0.078465114859
B3GAT3	71	171.53537041	0.0222229238064
GANAB	47	83029.3292142	0.443369611712
INTS5	40	58.4707833264	0.0116249501212
LBHD1	22	52.1960164148	0.0146888804638
UQCC3	24	64.4939985438	0.0159311675675
UBXN1	14	691501.344266	1.24425658068
BSCL2	15	21.2157608886	0.0126701223956
HNRNPUL2-BSCL2	33	11.5887074856	0.00633841544468
HNRNPUL2	33	83.0909943428	0.0278758861658
TTC9C	32	42.2987301468	0.00989617548632
POLR2G	65	96.2321098541	0.0728277881775
TAF6L	75	1.71154009914	0.00226366717742
TMEM179B	91	79.2020927534	0.0291363596323
SLC22A25	13	15.3541532697	0.0158700894671
SLC22A10	71	7.15735498964	0.00311116312649
HRASLS5	12	163.519517343	0.0177583735304
LGALS12	25	43.4980831796	0.00957193500542
RARRES3	55	32.5797155797	0.00909067450537
HRASLS2	70	4.7628592303	0.00352734160383
PLA2G16	19	15.9631393483	0.010200624352
ATL3	37	26.0455439002	0.00671715542717
RTN3	45	64.0105290979	0.0145807935556
MACROD1	9	82.2462174997	0.0217962763934
STIP1	27	164.3607027	0.0331315118982
FERMT3	48	4626.7785101	0.10977456746
TRPT1	69	23.1538922974	0.0195158811136
NUDT22	67	28.4532472022	0.0103534431673
DNAJC4	71	3176.82160792	0.17012333509
PPP1R14B	90	19628.4949911	0.206495435772
PLCB3	92	3.10048061778	0.00255918050885
SLC22A11	0	6716.20079913	0.22202116537
SLC22A12	34	33.4083913911	0.00747234557873
ATG2A	79	15.1249548288	0.00490227956353
PPP2R5B	73	8.51815121052	0.00387395969445
BATF2	0	17992.8919121	0.221026632945
ARL2	15	175.997362612	0.0186271894591
SNX15	28	12.570365235	0.00800753043259
SAC3D1	42	12.4096008853	0.00473202899599
NAALADL1	62	5.97268370452	0.00470986464407
CDCA5	87	3.39924607916	0.00342978438721
ZFPL1	85	2.42893508093	0.00388162484426
TMEM262	89	45.2778407414	0.00888537936135
VPS51	84	2680.63777555	0.0946061746408
TM7SF2	69	49.0398944857	0.0136277483753
ZNHIT2	61	8.27196517476	0.00607651901085
MRPL49	58	1360.33559342	0.0520763122064
SYVN1	44	936.355211849	0.0446987290362
SPDYC	10	173.766186556	0.0205611519787
CAPN1	0	17315.0062317	0.248066492504
POLA2	0	4033.81524811	0.223295674185
DPF2	72	182.013594755	0.0194834651269
SLC25A45	36	33.4673434192	0.00824976436262
FRMD8	34	24.3169793821	0.00886991125896
NEAT1	1	3604608.60816	4.70280895415
MALAT1	8	7218970172.1	132.670245582
LTBP3	49	506.290025593	0.0514940259063
SSSCA1-AS1	61	5.69769307267	0.00446343783835
EHBP1L1	65	250.941564561	0.0287699503207
KCNK7	86	2.43310570801	0.00274616633515
SIPA1	80	142.943045213	0.116812127998
RELA	56	2314.41289463	0.118870065503
KAT5	9	167.469435064	0.0366313555701
AP5B1	61	8.04275026293	0.00660881861478
SNX32	52	1.1763257685	0.0024694969562
CFL1	25	8906076.65867	9.06294253898
EFEMP2	11	130.558897243	0.0177855465244
CTSW	6	102542.532773	0.484920099962
FIBP	4	418.43149785	0.131964548114
FOSL1	16	1791.92605776	0.0630957682417
C11ORF68	35	736.622821949	0.0991939912674
DRAP1	33	168075.397007	0.593479706035
TSGA10IP	45	4.33333508031	0.00447809437836
SART1	29	154.292050033	0.0191345071716
BANF1	6	62260.7118511	0.630161723193
CSTB	15	12710.1262495	0.281965177494
CATSPER1	32	17.1951506593	0.00635394765749
PACS1	74	3.27688387337	0.00344244129709
SYT12	51	3.40049226943	0.00565252460039
ADRBK1	49	24147.5426157	0.291427937431
ANKRD13D	26	185.219978971	0.0260905918145
SSH3	12	184.45651355	0.0271719145705
POLD4	30	313.178303899	0.0253021838989
CLCF1	10	244.99763401	0.0213038094176
RAD9A	5	132.791579582	0.0452909484319
TBC1D10C	17	2197.48228442	0.0866031122987
CARNS1	29	23.0054211683	0.00609398960647
RPS6KB2	42	37.0664025193	0.0203368991114
PTPRCAP	53	484754.938002	1.28694400168
CORO1B	59	1314.32880754	0.0603970106021
GPR152	68	3.53479809213	0.00259052956541
CABP4	66	6.03083748574	0.00558828891242
TMEM134	85	70.4255915081	0.0120434529247
FAM86C2P	11	85.1406114378	0.0171348517645
UNC93B1	2	905.227554507	0.101881468885
ALDH3B1	1	6606.98905113	0.199726501984
NDUFS8	22	294.331560882	0.025159185382
TCIRG1	34	556.000217611	0.0448313728338
SUV420H1	43	6.83197338024	0.00455122928416
C11ORF24	12	38.3439261194	0.0143690235626
LRP5	11	156.442204492	0.0184358115968
PPP6R3	72	9.85158327526	0.00487277661179
CCND1	0	20370.5036547	0.221725949213
ORAOV1	36	24.6657151653	0.0103553034718
CTTN	71	8.74361298452	0.00475819454239
SHANK2	96	2.56367829051	0.00381186244186
KRTAP5-7	14	24.1536359802	0.0127966408889
KRTAP5-10	3	604.769918481	0.0657781017646
RNF121	96	0.295322815904	0.00148613552794
IL18BP	25	74.0632422176	0.0117647547619
LRTOMT	12	99.7545436553	0.0179633105793
LAMTOR1	12	8171.93799261	0.201687501441
ANAPC15	21	26.6798313339	0.017391519604
FOLR3	43	4.00316348841	0.0031784636149
CLPB	40	9.82644949397	0.00499388556282
PDE2A	51	14.1847452793	0.00470170315715
ARAP1	3	770.597801255	0.0741164057421
ARAP1-AS2	26	19.1388301257	0.00821286913891
ATG16L2	18	1498.65720291	0.102308886862
ARHGEF17	3	2274.55819506	0.0714992388565
PLEKHB1	16	61.4759849043	0.0130804659937
RAB6A	98	5.6268473117	0.00356555544764
C2CD3	81	6.70206042625	0.00348540850668
PPME1	83	1.1450554643	0.000967377873903
P4HA3	11	158.128177263	0.0205073609886
PGM2L1	75	2.26963865834	0.00211803050394
LIPT2	69	3.23001657399	0.00245976228464
POLD3	15	45.9335769644	0.0145218007682
XRRA1	18	65.9524526122	0.0112936368422
SPCS2	16	20.341450187	0.0160335010751
TPBGL	4	807.566535901	0.0493824099822
ARRB1	21	27.7344968195	0.0118788907462
MIR326	4	870.368721619	0.0506354212901
SNORD15A	42	9.24041238811	0.00444407060296
SNORD15B	38	800.09664461	0.0403165519392
KLHL35	9	109.157651423	0.0226793591959
DGAT2	36	20.1640650783	0.00593248699162
UVRAG	10	82.2302433345	0.0185628424537
WNT11	53	13.7371300799	0.00540003624438
PRKRIR	68	77.0351243819	0.0157068640214
LRRC32	62	6.82598603256	0.00373520961309
GUCY2EP	11	34.3402998103	0.0170019255645
TSKU	49	6.5584906901	0.00360703955274
ACER3	54	2.99377914453	0.00337790992903
MYO7A	0	10558.8008532	0.221735871657
PKN1	68	4.00315239893	0.00324667137486
AQP11	44	3.40547197509	0.00209306429531
INTS4	8	188.330630834	0.0253878426979
KCTD14	43	21.0536280027	0.00651653834155
NDUFC2	77	10.1885589393	0.00511504874107
ALG8	83	4.88481229936	0.00320963728485
KCTD21-AS1	85	-0.0421704958454	0.00079296924113
GAB2	71	2.50625738955	0.00432184397014
NARS2	11	93.4654873107	0.0189525230049
FAM181B	10	136.34513912	0.0211123141213
FOXM1	27	20.7633134617	0.00867501609783
TMEM126A	45	20.0581640527	0.00814203473175
CREBZF	64	22809.9778115	0.414778009147
CCDC89	85	1.10451424642	0.00225722255567
EED	29	21.725445117	0.00784833987683
C11ORF73	0	18793.8704629	0.221259383584
CCDC81	72	0.866423076013	0.00274025040571
ME3	99	3.2010058184	0.00191631084213
PRSS23	26	40.1954438507	0.00871145432955
TMEM135	92	1.11880286504	0.00212132319932
PANX1	43	3.00688079264	0.00206431795499
GPR83	73	2.6193608047	0.00375397816802
MRE11A	6	354.725760905	0.0330106060636
MIR548L	34	42.1006624915	0.00857124204839
FUT4	31	42.2180737052	0.0285506072267
KDM4D	99	-0.38844403144	0.00121920631047
ENDOD1	16	111.984794692	0.0146973115215
FAM76B	28	126.359680371	0.0262181721926
CEP57	27	107.817600702	0.0232580035746
MAML2	10	239.709345033	0.0214925786191
CCDC82	36	28.4336207187	0.0100103519186
JRKL	34	577.462761845	0.0397743460269
ALKBH8	2	3975.56631012	0.100910405355
RAB39A	86	6.61548013855	0.00357431853058
CUL5	6	403.683191285	0.0362053506276
ACAT1	3	818.604433023	0.0692350409628
NPAT	99	0.903368454072	0.0028369597116
ATM	97	4.34027074848	0.00315824820823
ZC3H12C	99	3.8158807545	0.00445519999192
FDX1	5	754.054637971	0.0399616457304
COLCA1	16	45.5403037102	0.0106022151438
C11ORF88	70	1.43665735738	0.00173936239694
LAYN	44	2.21772324586	0.00198404234293
SIK2	17	49.2738834541	0.0122849466271
PPP2R1B	9	24.5998561376	0.0237043902706
DLAT	90	11.3333078524	0.0044002647542
PIH1D2	39	7.52676000741	0.00370362535944
TIMM8B	26	59.196960964	0.0368398600615
IL18	50	62.058625869	0.0128535691533
BCO2	41	21.3209682036	0.0065444597944
PLET1	40	7.79805571739	0.00476798879945
TTC12	21	49.7079516465	0.00966944894795
ANKK1	95	0.689722083788	0.00122806414088
USP28	17	35.9382730622	0.0131818198944
ZBTB16	24	50.5130410777	0.00983795927665
C11ORF71	84	3.06699639067	0.00259602838942
RBM7	82	513.728951362	0.0315301617556
BUD13	82	3.81265373754	0.00287593877901
ZPR1	92	314.744630603	0.0291457759531
APOA5	88	10.5382926003	0.00519462582035
APOA4	57	5.78075470763	0.00558257620017
APOC3	52	4.15400124125	0.00368817907319
APOA1	42	9.38401061463	0.00635731973621
APOA1-AS	46	10.5608780692	0.00546235469485
DSCAML1	38	12.5515037753	0.0069132700296
FXYD6	41	7.53456000627	0.00416202624928
TMPRSS13	6	515.879886852	0.0316197074583
IL10RA	61	7.84886085236	0.00476969157156
MPZL3	40	5.29666894017	0.00378264293151
CD3E	9	97.9015355774	0.021722477173
CD3D	10	122.452599758	0.021054573416
CD3G	10	131.978885602	0.0200119078651
KMT2A	56	25.5900165657	0.0204636882801
TTC36	34	3.8847217677	0.00497731012224
TMEM25	38	165.514707801	0.0180578087223
IFT46	75	8.56773596172	0.00582920617336
ARCN1	79	15.5031952411	0.0175472771303
USP2-AS1	23	31.5902246618	0.00743146846961
TRIM29	13	77.0141169196	0.0147895920792
OAF	16	79.0691409953	0.0125194834018
POU2F3	8	97.0256362307	0.0245829010223
ARHGEF12	89	1.20773508759	0.00223921416872
GRIK4	46	8.52709656912	0.00434839106389
SC5D	32	33.1299646987	0.00840250866694
HSPA8	50	701089122.589	39.2914956063
CLMP	82	2.83422146628	0.00194051661239
SCN3B	11	38.5318769205	0.0172988249462
TBRG1	29	276.42103766	0.0239322682824
SPA17	2	1979.15230966	0.0986182317722
NRGN	63	8.59528000495	0.00506302220919
ESAM	71	7.68765539474	0.00307129460832
MSANTD2	33	13.0014426732	0.00498302979237
ROBO3	21	65.5228881492	0.0196567290494
ROBO4	56	590.725022479	0.0351052163635
HEPACAM	94	2.37140851213	0.0022970243894
PATE4	35	9.72090381474	0.00509685164728
DDX25	35	10.6881090674	0.00697465641936
RPUSD4	15	212.97650055	0.0347868343602
FOXRED1	70	7.44778125757	0.00683954220497
KIRREL3	9	89.8571899223	0.0210420245077
KCNJ1	24	12.8593584179	0.00633497380474
C11ORF45	14	14.3026472482	0.0136358457517
TP53AIP1	51	9.9177995287	0.00394437446666
BARX2	7	138.689433316	0.0286060187718
NFRKB	23	74.5987625314	0.0122461240479
PRDM10	31	8.76078735023	0.00410946272013
LINC00167	84	-0.265592246413	0.000874430259712
APLP2	63	892.350546698	0.0586312071327
ST14	26	32.6303087181	0.00828154944821
SNX19	0	15732.5958872	0.225181160054
JAM3	22	16.4151237864	0.00778127407324
NCAPD3	80	2.19759243329	0.00312514341722
VPS26B	78	76.0679948767	0.0160093635015
B4GALNT3	86	5.5898073025	0.00382499657067
NINJ2	91	3.63233865915	0.00200271349828
WNK1	3	1572.71610409	0.0712912772702
RAD52	2	4210.75690463	0.0977474780761
ERC1	41	20.1913568535	0.00651002465174
LINC00942	76	3.09073597265	0.00362100944906
FBXL14	16	24.4390386084	0.0135284317178
WNT5B	49	14.7542234895	0.00571783146145
CACNA2D4	16	49.0806244363	0.0143327453983
LINC00940	0	10284.9361438	0.224016681082
DCP1B	47	3.61837365608	0.0039724737499
CACNA1C	1	20189.3230168	0.201385557223
CACNA1C-IT3	9	137.726133704	0.0216250680955
CACNA1C-AS2	94	90.7196543512	0.013663811892
FOXM1	27	30.3823330308	0.00789103393036
TSPAN9	59	11.1961455501	0.00524353347556
PARP11	3	1467.0664512	0.0679850562935
CCND2-AS1	1	10659.5260711	0.200540593373
CCND2	5	5196.75779149	0.116929394547
C12ORF5	33	6.10229642962	0.00600811490799
GALNT8	33	13.6593120112	0.0050351618413
KCNA1	94	1.99313854531	0.00199585490362
TNFRSF1A	85	397.177478231	0.0565323581073
SCNN1A	52	5.96175030107	0.00373517547872
CD27-AS1	10	230.297991665	0.0223766822028
CD27	15	18.0903094551	0.0152375472923
VAMP1	8	198.431757307	0.0316403736647
NCAPD2	29	23.8878281167	0.00975272213637
SCARNA10	45	2.75604199669	0.00346893536669
GAPDH	70	29221669687.8	255.643636302
IFFO1	93	39.1575349834	0.00911114177024
ING4	91	301.854942045	0.0238847260642
PIANP	54	5.39047697231	0.00335420688191
COPS7A	32	22.2650306422	0.0179245125321
MLF2	1	14578.4356366	0.202478859161
LAG3	15	777.937131908	0.0434256691913
CD4	32	13.193038714	0.00441276371026
P3H3	1	9351.80758594	0.204190209294
GNB3	14	27.147897511	0.0118571936849
USP5	25	200.922592454	0.0302732763632
TPI1	41	3628996.58758	7.85384134799
DSTNP2	57	428.848680443	0.031855127424
LRRC23	77	10.4241807244	0.00508738774228
CRABP1	90	-0.0552675359449	0.0011581683137
CLSTN3	90	22.5726406641	0.00770435130548
CD163	44	8.49282583646	0.00557466933248
GDF3	64	6.22144332146	0.00363141927096
CLEC4C	59	6.02264824065	0.00432348985764
SLC2A14	32	9.76287461814	0.00560699254592
SLC2A3	4	1159.60434059	0.0730189564078
NECAP1	28	29.6189174997	0.0233521372766
CLEC4A	12	126.077857595	0.0161671289247
POU5F1P3	25	29.3685292751	0.00915780584595
FAM66C	69	1.5387076129	0.0029861035269
AICDA	71	9.13948280528	0.00411427254336
RIMKLB	11	228.797106254	0.0252979692959
A2ML1	15	63.0321238149	0.011496267389
PHC1	53	15.3349019728	0.00746894771934
M6PR	84	947.520881664	0.0839749219681
LINC00612	31	21.4476220853	0.00698643918775
A2M-AS1	29	47.3250758071	0.0130622655883
A2M	82	0.814926256727	0.00084331570812
YBX3	35	9552.80692234	0.750890371451
TAS2R8	35	9.04768141077	0.00605576778883
TAS2R9	38	6.91849839509	0.00472157249023
TAS2R10	54	7.79467765499	0.004530467185
PVRL4	78	-0.0067342282908	0.000632926493338
TAS2R42	14	95.2263381037	0.0139198333315
PRB2	85	1.37615540931	0.00118768270449
LINC01252	62	2.14098695482	0.00292695580054
LOH12CR2	23	28.8273899722	0.00815842882991
CREBL2	91	7.18208136954	0.00430305584302
CDKN1B	6	72798.1921819	0.450934259803
MIR613	54	10.7991845382	0.0050266805161
APOLD1	75	5.63338756321	0.00299350564897
DDX47	99	2.63222867704	0.00330761577672
GPRC5A	22	34.5558088161	0.0113056489098
GPRC5D	39	4.63552424541	0.00338000868164
HEBP1	89	14.9851571081	0.00517125356801
PLBD1	65	2.97015878046	0.00283774999676
PLBD1-AS1	67	1.54722460091	0.00290968700111
GUCY2C	63	4.05683159608	0.00267397098259
H2AFJ	61	1221.68990969	0.0591336835613
WBP11	30	417.339928768	0.063409733018
C12ORF60	31	5.29369227143	0.00643972607529
SMCO3	19	18.1056788676	0.011370372327
ART4	9	306.616834649	0.0240162824591
MGP	52	9.54597600309	0.00516678604076
ERP27	95	1.44037281628	0.0021895102114
ST8SIA1	98	0.0312460188457	0.000289841956801
BCAT1	34	23.0707463069	0.00892075106222
C12ORF77	6	574.097879859	0.0335750232472
LRMP	59	25.2663898046	0.00861128913604
CASC1	64	1.1583843229	0.00138090285674
RASSF8-AS1	75	9.94338019418	0.00377674723974
RASSF8	61	9.77906274116	0.00428013443552
BHLHE41	91	3.5656244914	0.00250795147353
PTHLH	30	18.2691121077	0.00517822889993
OVCH1-AS1	78	1.9597103085	0.00257517058766
BICD1	46	4.86922357372	0.0026323146311
FGD4	41	13.0882233001	0.00586019743892
DNM1L	18	187.635916317	0.0192297342328
YARS2	2	4395.46938005	0.10513805844
ALG10	0	10743.9648983	0.228989523568
SLC2A13	11	18.8379316658	0.0158473347412
SENP1	61	5.63667507381	0.00357161597796
CCDC184	1	12999.3613096	0.200091503725
OR10AD1	23	49.1611636404	0.0103572404762
ANP32D	67	5.17423352526	0.00317853402919
C12ORF54	57	17.6493972561	0.00608428880819
KANSL2	64	7.64379935862	0.00439045477868
SNORA2A	39	774.523051443	0.070689620008
SNORA2B	49	131.236045853	0.0178190605216
CCNT1	99	215.310850684	0.020062564188
TROAP	33	20.143636633	0.00637414369371
DNAJC22	17	24.476122926	0.00941723293595
FAM186B	97	0.133580547945	0.000969846588809
TMBIM6	31	10918.3648798	0.319166043682
NCKAP5L	9	258.217325963	0.0229057809697
BCDIN3D-AS1	11	156.968654297	0.017587486559
AQP6	79	3.31706234131	0.00232781517122
RACGAP1	24	29.7336768499	0.00829523484566
SMARCD1	15	1332.2964581	0.0594285253497
GPD1	34	18.3799940367	0.00727784318931
CERS5	2	3984.06214526	0.100820060183
FAM186A	86	1.30181780164	0.00158410430231
LARP4	88	11.9900791131	0.00449235283489
DIP2B	7	283.684891019	0.0272747920051
TMPRSS12	10	88.3819880896	0.0204301999179
METTL7A	67	1436.15586689	0.111793434974
HIGD1C	38	6.61447979705	0.00607183281828
SLC11A2	19	149.178310784	0.0201469522518
DAZAP2	33	3537953.6477	3.99525478715
SMAGP	0	20940.8141837	0.223696547074
BIN2	53	104.899191971	0.0173834311343
CELA1	76	2.61042450141	0.00189569399957
FIGNL2	14	71.0927154135	0.0157733769292
ACVRL1	20	22.2683647418	0.00865396867687
ACVR1B	28	16.2359325543	0.00843356040344
GRASP	14	485.487841551	0.0700958372389
NR4A1	1	9282.02260932	0.203356625728
ATG101	14	58.7426510381	0.012794960448
KRT71	29	29.6992026354	0.00921620006746
KRT72	8	29.055798661	0.0230661062367
KRT73	25	12.5324352732	0.00859199902479
KRT73-AS1	15	128.542716302	0.0152189734234
KRT2	59	1.0218194151	0.00279024940739
KRT1	87	1.02023298511	0.00186831730434
EIF4B	55	198576.316518	0.902441176198
CSAD	48	93.8355591139	0.0169044687074
RARG	7	372.069925084	0.0285653864657
MFSD5	33	9.76748089629	0.00821116089147
ESPL1	16	84.0862326836	0.0126582045998
C12ORF10	7	377.712480217	0.0477323862651
AAAS	31	63.9339984131	0.0140830739579
PRR13	21	7744.73231268	0.181285286766
PCBP2	32	1506.58486832	0.158126851678
MAP3K12	0	18086.1977978	0.228063851747
TARBP2	1	4503.22508347	0.211538856387
CALCOCO1	24	1174.2091166	0.0524126781051
CBX5	12	30.8097891598	0.0288126662231
HNRNPA1	14	17444663190.7	209.663542325
HNRNPA1P10	13	253.411684222	0.0252422551189
MIR148B	7	455.718928377	0.0307936286952
TESPA1	7	1655.04331001	0.076142913593
METTL7B	49	2.89874893492	0.00190727546971
TMEM198B	9	1052.79072308	0.067305826827
PMEL	25	7.35348560917	0.00689761113731
SUOX	2	3186.96384832	0.106962342673
ERBB3	45	13.5750800289	0.00506986802977
PA2G4	69	1881.33275474	0.150015205315
RPL41	75	4247503754.83	94.157768883
ESYT1	64	6363.55054132	0.276965364456
RNF41	31	47.8048750468	0.0148919499974
NABP2	32	146.295839904	0.0205827770819
SLC39A5	37	19.201664238	0.0063841981112
ANKRD52	68	198.00803484	0.0200089088706
COQ10A	74	45.8664734386	0.0169636257264
TIMELESS	10	156.858815977	0.0209213633681
RBMS2	9	62.0197454576	0.0202933029434
BAZ2A	66	392.349266144	0.0458484285279
SNORD59A	74	830.329628288	0.0571039348243
PTGES3	69	1033.87290489	0.10206990236
NACA	32	10245908.3895	12.9836778606
HSD17B6	3	1034.33877619	0.0682482557636
SDR9C7	53	1.92043258183	0.00319144025621
TAC3	28	26.700046562	0.00781025202723
MYO1A	61	3.83225273682	0.00247070805978
C1D	13	41.8330227336	0.0155478747675
NXPH4	95	0.258815126419	0.00217943628961
NDUFA4L2	69	8.01679525707	0.00411100270121
STAC3	59	13.5358406539	0.00482114126716
MIR616	70	7729200.72826	4.24856713054
PIP4K2C	1	12266.5810704	0.203293062033
ARHGEF25	19	60.579252104	0.0119120842582
SLC26A10	27	10.022839031	0.00797805917525
B4GALNT1	43	11.4011893244	0.00399977119511
AGAP2	1	20890.0507531	0.226302147665
AGAP2-AS1	15	83.7700644508	0.0129502004795
CYP27B1	26	17.8096967355	0.00642027199926
METTL1	31	112.222400502	0.0148066008989
TSFM	40	16.1402552175	0.0070959180146
CTDSP2	19	8245.25736525	0.186132684944
MIR26A2	3	419.034057455	0.0662740552833
MON2	22	17.5695767953	0.00929756899122
TMEM5-AS1	29	20.9996280433	0.00692970169979
SRGAP1	50	7.64791588467	0.00325574438838
C12ORF66	27	19.3223157526	0.00558053619386
RASSF3	84	2.54263680998	0.00219279516824
GNS	66	20.0980853735	0.00797648764454
TBC1D30	86	7.4172249152	0.00407117956014
WIF1	3	910.500246095	0.0671138559871
LEMD3	49	5.81582975264	0.00539718313785
LLPH	38	11.8036950587	0.0103740957156
LLPH-AS1	36	6.8678351458	0.00467659306947
TMBIM4	77	2.06838686997	0.0017270800561
IRAK3	93	82.8211783459	0.0125306861527
HELB	20	10.3642647466	0.00995960742562
CAND1	75	56.1015046257	0.0192625794469
IFNG-AS1	44	25.2296863061	0.0071030010296
IL26	91	6.2631636584	0.00416332286137
MDM2	60	13.4596921498	0.00641724570142
CPM	95	1.57241234978	0.00174898028233
CCT2	15	35387.2660436	0.329023271785
LRRC10	43	16.6568012986	0.00499259431319
MYRFL	56	11.7201904216	0.00547912449076
NAP1L1	54	548888.113646	1.22187162314
BBS10	5	804.487823722	0.0632252668189
POC1B	6	129.656173976	0.0336392405342
GALNT4	4	1261.95150443	0.0503439015586
NUDT4	33	19.3014594716	0.00880927100259
MRPL42	42	43.4696906997	0.00921684257883
SOCS2-AS1	63	46.0849335529	0.0218958235912
SOCS2	60	70350.6784586	0.684614748956
VEZT	98	2.94295396422	0.0023653716207
MLF2	1	17075.8220339	0.199159025482
CFAP54	22	12.5069022792	0.0106659108316
SLC9A7P1	35	10.6651862974	0.00517479075541
TMPO-AS1	23	62.1318899217	0.0105379750342
TMPO	20	226.338312557	0.0405639105488
SLC25A3	51	42099.3467814	2.31931236742
SNORA53	45	58.7470362581	0.0144172161186
IKBIP	2	5355.63467982	0.103404783381
UHRF1BP1L	99	-0.754261692804	-5.68465333762e-05
GOLGA2P5	69	7.4812082041	0.00446457950135
ACTR6	43	22.9705678331	0.00653737345934
GAS2L3	48	9.01050150068	0.0040318652898
DRAM1	35	24.3256528434	0.00837461436971
C12ORF42	46	10.8152266143	0.00541176571929
NT5DC3	39	9.86964699701	0.00509641075451
C12ORF73	76	19.3350766422	0.00672685520023
TDG	83	15.4660188456	0.00746698030119
GLT8D2	36	13.1553463706	0.00459523032025
HCFC2	37	7.38548910828	0.00794652161297
SLC41A2	84	0.310002962923	0.00122056381395
C12ORF45	58	1.80921864949	0.00142888263474
ALDH1L2	41	6.10926668771	0.00316478313159
C12ORF75	64	0.356533271205	0.00176377122794
TCP11L2	23	24.3767351793	0.014080122121
POLR3B	24	29.0792859476	0.0075470161307
BTBD11	81	5.4782343249	0.0033972965471
LINC01498	19	40.25257989	0.00957289187157
ISCU	0	34939.215632	0.291828436457
MIR619	34	14.3490352246	0.00618829184117
