Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
MYCN SHRNA SKNBE2 HUMAN GSE84389 RNASEQ UP	2/224	0.04423670742586854	0.2426874921280288	0	0	6.353925353925354	19.812812261289217	CLTC;AFF4
HNF4A KD HUMAN GSE29084 CREEDSID GENE 577 UP	2/228	0.04566660683731623	0.24710013288684807	0	0	6.240202275600506	19.259685121173963	MLLT11;TET1
HNF4A DEPLETION HUMAN GSE29084 CREEDSID GENE 118 DOWN	2/228	0.04566660683731623	0.24710013288684807	0	0	6.240202275600506	19.259685121173963	MLLT11;TET1
OVOL2 OE MOUSE GSE55074 CREEDSID GENE 2603 DOWN	2/229	0.046026769021186846	0.2473547450798477	0	0	6.212397734424166	19.125065945949448	ACER1;ACTN4
NFIA DEFICIENCY MOUSE GSE4623 CREEDSID GENE 667 UP	2/230	0.04638799856002475	0.24761161393526723	0	0	6.184837092731829	18.991868971278606	MLLT11;SEPT9
HOXA11 SIRNA T47D HUMAN GSE79586 RNASEQ UP	3/542	0.046771827667592136	0.24798485810334087	0	0	4.00556586270872	12.266942232041162	SEPT9;CLTC;AFF4
JUND SIRNA PC3 HUMAN GSE53470 RNASEQ DOWN	2/239	0.04968647600685127	0.2616821069694167	0	0	5.947257383966245	17.853800452880492	SEPT9;MLLT1
TET2 KO MOUSE GSE27816 CREEDSID GENE 456 UP	2/240	0.050058173062132574	0.2618937531065214	0	0	5.921968787515006	17.733747043580514	KMT2A;FNBP1
OVOL1 KO MOUSE GSE55071 CREEDSID GENE 2560 UP	2/248	0.05306838885264034	0.27357916107409197	0	0	5.727061556329849	16.815648330432076	CREBBP;KMT2A
AR KD HUMAN GSE22483 CREEDSID GENE 2194 UP	2/251	0.05421377193723335	0.27357916107409197	0	0	5.657200229489386	16.48972211550903	CLTC;ACTN4
RUNX1 KO MOUSE GSE2592 CREEDSID GENE 973 DOWN	2/251	0.05421377193723335	0.27357916107409197	0	0	5.657200229489386	16.48972211550903	SEPT9;ACTN4
CTCF SIRNA LNCAP HUMAN GSE63487 RNASEQ UP	2/253	0.05498229800495712	0.27357916107409197	0	0	5.611553784860558	16.2776809721747	KMT2A;ACTN4
ZEB2 SHRNA H1 HUMAN GSE69618 DAY2 RNASEQ UP	3/580	0.055212173509113116	0.27357916107409197	0	0	3.7344502214519544	10.817103257576143	CLTC;TET1;AFF4
SOX2 KD MOUSE GSE39771 CREEDSID GENE 1757 UP	2/254	0.05536803146381645	0.27357916107409197	0	0	5.589002267573696	16.173191526468223	SEPT9;CEP170B
PGR KO MOUSE GSE39920 CREEDSID GENE 3077 DOWN	2/254	0.05536803146381645	0.27357916107409197	0	0	5.589002267573696	16.173191526468223	CLTC;MYH11
GATA4 KO MOUSE GSE11194 CREEDSID GENE 510 UP	2/255	0.05575474042142887	0.27357916107409197	0	0	5.566629023150762	16.069704819637273	ACTN4;SEPT5
SOX2 DEFICIENCY HUMAN GSE42937 CREEDSID GENE 349 UP	2/255	0.05575474042142887	0.27357916107409197	0	0	5.566629023150762	16.069704819637273	MLLT11;AFF4
RUNX1 KO MOUSE GSE2592 CREEDSID GENE 278 DOWN	2/255	0.05575474042142887	0.27357916107409197	0	0	5.566629023150762	16.069704819637273	CLTA;ACTN4
FOXD3 KO MOUSE GSE58960 CREEDSID GENE 1417 DOWN	2/259	0.05731126006109785	0.2766831592314581	0	0	5.47887715397443	15.66552423151892	TET1;PFDN4
NFATC3 OE MOUSE GSE58960 CREEDSID GENE 1416 UP	2/261	0.05809528048147369	0.2766831592314581	0	0	5.436017650303365	15.469116964180113	CLTA;ACTN4
NR1I3 KNOCKIN MOUSE GSE40120 CREEDSID GENE 3069 UP	2/261	0.05809528048147369	0.2766831592314581	0	0	5.436017650303365	15.469116964180113	ELL;EPS15
SUZ12 SHRNA PROE HUMAN GSE59089 RNASEQ UP	2/261	0.05809528048147369	0.2766831592314581	0	0	5.436017650303365	15.469116964180113	ACTN4;SEPT5
NFKB1 INACTIVATION HUMAN GSE20667 CREEDSID GENE 2574 UP	2/262	0.05848871847044746	0.2766831592314581	0	0	5.414835164835165	15.372291372778255	MLLT11;CLTA
ZNF589 SIRNA T47D HUMAN GSE79586 RNASEQ UP	2/262	0.05848871847044746	0.2766831592314581	0	0	5.414835164835165	15.372291372778255	SEPT9;CLTC
ZNF658 KD HUMAN GSE59385 CREEDSID GENE 2923 DOWN	2/264	0.05927843244609758	0.2771003646888585	0	0	5.372955288985823	15.181337510000663	MLLT1;ACTN4
XBP1 OE HUMAN GSE8562 CREEDSID GENE 87 DOWN	2/264	0.05927843244609758	0.2771003646888585	0	0	5.372955288985823	15.181337510000663	SEPT9;SEPT2
FOXD4L6 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	2/266	0.06007190706628915	0.27795722771874165	0	0	5.331709956709957	14.993903963046998	MLLT1;ACTN4
STAT3 KO MOUSE GSE38375 CREEDSID GENE 2479 UP	2/268	0.06086911442448392	0.27795722771874165	0	0	5.291084854994629	14.809901988816328	KMT2A;ACTN4
AFF4 SHRNA HELA HUMAN GSE69021 RNASEQ DOWN	2/268	0.06086911442448392	0.27795722771874165	0	0	5.291084854994629	14.809901988816328	ACTN4;AFF4
HOXA7 SHRNA FLHSPC HUMAN GSE76683 RNASEQ DOWN	2/268	0.06086911442448392	0.27795722771874165	0	0	5.291084854994629	14.809901988816328	KMT2A;TCF12
IKZF1 MUT HUMAN GSE2501 CREEDSID GENE 2259 UP	2/269	0.06126910919537194	0.2781758405996772	0	0	5.271000535045479	14.719160893019215	KMT2A;TCF12
OVOL1 KO MOUSE GSE55072 CREEDSID GENE 2617 UP	2/270	0.06167002674871815	0.2783961207513562	0	0	5.251066098081023	14.629245698940899	ACER1;SEPT5
FOXD3 OE MOUSE GSE58960 CREEDSID GENE 1415 DOWN	2/274	0.0632828557561453	0.28130459343265424	0	0	5.172794117647059	14.277640237151797	TET1;ACTN4
E2F6 KD HUMAN GSE50588 CREEDSID GENE 2807 DOWN	2/275	0.06368833553967887	0.28130459343265424	0	0	5.1535845107273675	14.191703181110817	AFF4;VAV1
EGR1 KO MOUSE GSE16974 CREEDSID GENE 552 DOWN	2/275	0.06368833553967887	0.28130459343265424	0	0	5.1535845107273675	14.191703181110817	SEPT5;MLLT6
NFYA KD MOUSE GSE56838 CREEDSID GENE 1341 DOWN	2/276	0.0640947174909845	0.28130459343265424	0	0	5.13451511991658	14.106532587535943	SEPT9;MYO1F
EBF3 OE SKNSH HUMAN GSE90682 RNASEQ DOWN	2/276	0.0640947174909845	0.28130459343265424	0	0	5.13451511991658	14.106532587535943	CLTC;ACTN4
GATA6 KD H1 HUMAN GSE92581 RNASEQ DOWN	2/278	0.06491017429004026	0.2828975917554966	0	0	5.096790890269151	13.938453468349298	MLLT11;AFF4
MYC KD HUMAN GSE22139 CREEDSID GENE 712 UP	2/281	0.06614004081105822	0.2828975917554966	0	0	5.041218637992832	13.69185380769529	MLLT11;ACTN4
PCGF2 KD HUMAN GSE7578 CREEDSID GENE 130 UP	2/281	0.06614004081105822	0.2828975917554966	0	0	5.041218637992832	13.69185380769529	MLLT11;ACTN4
NR2C2 KO MOUSE GSE3065 CREEDSID GENE 2722 UP	2/282	0.06655176449716112	0.2828975917554966	0	0	5.0229591836734695	13.611090330183579	CLTC;TCF12
SOX2 KD MOUSE GSE39771 CREEDSID GENE 1757 DOWN	2/282	0.06655176449716112	0.2828975917554966	0	0	5.0229591836734695	13.611090330183579	TET1;PFDN4
HNF1A OE LNCAP HUMAN GSE85556 RNASEQ UP	1/46	0.0667940570746933	0.2828975917554966	0	0	15.268199233716475	41.317902512852925	CLTC
SALL4 KD HUMAN GSE35965 CREEDSID GENE 1408 UP	2/283	0.06696436665604794	0.2828975917554966	0	0	5.004829689883071	13.531030733806727	CLTC;TCF12
IRF8 KD HUMAN GSE50588 CREEDSID GENE 2826 UP	2/284	0.06737784392599173	0.2831303016039014	0	0	4.9868287740628165	13.451666622146625	CREBBP;MKL1
ZXDC DEPLET MOUSE GSE45417 CREEDSID GENE 1257 DOWN	2/286	0.06820741045732698	0.283599232954149	0	0	4.951207243460765	13.29499190103276	TET1;VAV1
FOXM1 KD HUMAN GSE2222 CREEDSID GENE 1733 DOWN	2/286	0.06820741045732698	0.283599232954149	0	0	4.951207243460765	13.29499190103276	SEPT9;SEPT2
GATA6 KO MOUSE GSE47049 CREEDSID GENE 2225 UP	2/287	0.06862349304089209	0.28383539006442277	0	0	4.9335839598997495	13.21766512977393	CLTC;CLTA
PPARG OE MOUSE GSE2192 CREEDSID GENE 865 DOWN	2/288	0.06904043739405291	0.28407263302761354	0	0	4.916083916083916	13.14100151391184	SEPT9;SEPT2
FOXA1 OE HUMAN GSE49153 CREEDSID GENE 3051 DOWN	2/289	0.06945824020608041	0.2843109314134898	0	0	4.898705823792932	13.064993273778331	KMT2A;LAMC3
DDIT3 KNOCKOUT TREATED WITH 2 UGML TUNICAMYCIN FOR 4 HOURS MOUSE GSE2082 CREEDSID GENE 1387 DOWN	2/292	0.07071676633787935	0.28649356618935734	0	0	4.847290640394089	12.840824754549411	TCF12;CLTA
RORA KO MOUSE GSE23736 CREEDSID GENE 1155 DOWN	2/292	0.07071676633787935	0.28649356618935734	0	0	4.847290640394089	12.840824754549411	SEPT9;CLTA
FOXO1 SIRNA HESC HUMAN GSE94036 RNASEQ UP	2/293	0.0711379699554725	0.2867295727797106	0	0	4.830387825233186	12.767362529673843	AKAP13;TCF12
STAT3 KD HUMAN GSE47763 CREEDSID GENE 1790 DOWN	2/296	0.0724066195940644	0.2867457120312868	0	0	4.780369290573372	12.550656659648116	SEPT9;ACTN4
ETS1 OE HUMAN GSE21129 CREEDSID GENE 2153 UP	2/297	0.0728311715138091	0.2867457120312868	0	0	4.763922518159807	12.479624952611555	MLLT11;CLTC
ARX KO MOUSE GSE12609 CREEDSID GENE 27 DOWN	2/298	0.07325655237921125	0.2867457120312868	0	0	4.747586872586872	12.40918361587769	SEPT9;SEPT5
TCF12 KD HUMAN GSE50588 CREEDSID GENE 2789 DOWN	2/298	0.07325655237921125	0.2867457120312868	0	0	4.747586872586872	12.40918361587769	TCF12;VAV1
HNF4A KO MOUSE GSE3124 CREEDSID GENE 200 DOWN	2/298	0.07325655237921125	0.2867457120312868	0	0	4.747586872586872	12.40918361587769	CLTC;CLTA
SOX2 KD HUMAN GSE34904 CREEDSID GENE 1351 UP	2/299	0.07368275891436864	0.2867457120312868	0	0	4.731361231361231	12.339325949211295	ACTN4;SEPT2
STAT6 KD HUMAN GSE50588 CREEDSID GENE 2805 UP	2/299	0.07368275891436864	0.2867457120312868	0	0	4.731361231361231	12.339325949211295	AKAP13;CREBBP
MYC KD HUMAN GSE54872 CREEDSID GENE 1308 UP	2/300	0.0741097879019695	0.2869937864831172	0	0	4.715244487056568	12.270045346371148	MLLT11;TET1
ARID2 SIRNA HEPG2 HUMAN GSE69567 RNASEQ UP	2/302	0.0749663003209185	0.2888945231879298	0	0	4.683333333333334	12.133189388825693	SEPT9;MLLT6
CEBPG KD HUMAN GSE50588 CREEDSID GENE 2784 UP	2/304	0.07582606387130653	0.28920765668605564	0	0	4.651844843897824	11.998564786455605	AKAP13;DCP1A
YBX1 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	2/305	0.07625715680129991	0.28920765668605564	0	0	4.636256482791136	11.932073717460092	SEPT9;ACTN4
REST SHRNA C2 HUMAN GSE90068 PBPA RNASEQ UP	2/306	0.07668905292394898	0.28920765668605564	0	0	4.62077067669173	11.866122031801153	MLLT11;CLTC
SOX10 KO MOUSE GSE12007 CREEDSID GENE 284 UP	2/307	0.0771217490420668	0.28920765668605564	0	0	4.605386416861827	11.800703760170308	CLTC;CLTA
FOXO1 SIRNA HESC HUMAN GSE94036 RNASEQ DOWN	2/307	0.0771217490420668	0.28920765668605564	0	0	4.605386416861827	11.800703760170308	SEPT9;ACTN4
PGR KO MOUSE GSE39920 CREEDSID GENE 3079 DOWN	2/308	0.07755524195649936	0.28920765668605564	0	0	4.590102707749766	11.735813018270933	SEPT9;MYH11
NFKB1 INACTIVATION HUMAN GSE20667 CREEDSID GENE 2575 UP	2/309	0.07798952851796963	0.28920765668605564	0	0	4.574918566775244	11.671444002293471	MLLT11;DCP1A
EZH2 KO MDAMB231 HUMAN GSE72524 RNASEQ DOWN	2/310	0.07842460556842301	0.28920765668605564	0	0	4.559833024118738	11.607590991007068	ACTN4;AFF4
KLF1 KO MOUSE GSE36427 CREEDSID GENE 1562 UP	2/311	0.07886046993332566	0.28920765668605564	0	0	4.544845122515025	11.544248344759762	SEPT9;CLTA
FOXF2 OE HUVEC HUMAN GSE79306 RNASEQ UP	2/311	0.07886046993332566	0.28920765668605564	0	0	4.544845122515025	11.544248344759762	CLTC;ACTN4
PPARA KO MOUSE GSE6864 CREEDSID GENE 1373 UP	2/313	0.07973454802529409	0.28920765668605564	0	0	4.515158474965549	11.419071976811683	CLTA;ACTN4
IKZF1 MUT MOUSE GSE2501 CREEDSID GENE 1730 UP	2/313	0.07973454802529409	0.28920765668605564	0	0	4.515158474965549	11.419071976811683	KMT2A;TCF12
MYC KD HUMAN GSE54872 CREEDSID GENE 1307 UP	2/314	0.08017275546107112	0.28920765668605564	0	0	4.500457875457876	11.357227363280135	MLLT11;TET1
PPARA KO MOUSE GSE6864 CREEDSID GENE 1372 DOWN	2/314	0.08017275546107112	0.28920765668605564	0	0	4.500457875457876	11.357227363280135	CLTA;ACTN4
GATA5 KO MOUSE GSE47425 CREEDSID GENE 413 DOWN	2/317	0.08149201388085803	0.29078376555470065	0	0	4.456916099773243	11.174604017546187	KMT2A;MKL1
THRB MUT HUMAN GSE29159 CREEDSID GENE 1697 UP	2/318	0.08193330166623759	0.29078376555470065	0	0	4.44258589511754	11.11468244222567	CLTC;SEPT2
KLF9 DEFICIENCY MOUSE GSE6443 CREEDSID GENE 674 UP	2/320	0.08281816107570587	0.29078376555470065	0	0	4.414195867026056	10.996238218472374	MYH11;SEPT5
NRL DEFICIENCY MOUSE GSE4051 CREEDSID GENE 265 UP	2/320	0.08281816107570587	0.29078376555470065	0	0	4.414195867026056	10.996238218472374	CEP170B;TET1
KLF5 KO CFPAC1 HUMAN GSE64558 RNASEQ UP	2/320	0.08281816107570587	0.29078376555470065	0	0	4.414195867026056	10.996238218472374	CLTC;MLLT6
MYOD1 MUT MOUSE GSE6487 CREEDSID GENE 1178 DOWN	2/320	0.08281816107570587	0.29078376555470065	0	0	4.414195867026056	10.996238218472374	ACTN4;SEPT2
GATA5 KO MOUSE GSE47425 CREEDSID GENE 77 DOWN	2/321	0.08326172651742814	0.2910476280918948	0	0	4.4001343484102104	10.937705683032265	KMT2A;MKL1
ZFX KO MOUSE GSE36921 CREEDSID GENE 1491 UP	2/322	0.08370604501971454	0.29131178663248675	0	0	4.386160714285714	10.879626384858117	CLTC;PDS5A
EBF3 OE SKNSH HUMAN GSE90682 RNASEQ UP	2/324	0.084596928882667	0.2931209377952058	0	0	4.358473824312334	10.76480845569797	MLLT11;SEPT5
FOXM1 SIRNA HUMAN GSE2222 CREEDSID GENE 853 DOWN	2/326	0.08549078817804666	0.29492455310330506	0	0	4.331128747795415	10.651746974233724	CLTA;SEPT2
KLF2 KD HUMAN GSE55667 CREEDSID GENE 2879 UP	2/328	0.08638759847838025	0.29646842724179207	0	0	4.304119193689746	10.54040548265261	CLTC;PFDN4
OVOL2 KO MOUSE GSE53923 CREEDSID GENE 1486 UP	2/330	0.08728733554955997	0.29646842724179207	0	0	4.277439024390244	10.430748483029253	MYH11;AFF4
SOX9 OE MOUSE GSE34060 CREEDSID GENE 2743 UP	2/331	0.08773829405765211	0.29646842724179207	0	0	4.264220581849761	10.376540831741336	CLTC;ACTN4
PAX5 SIRNA MCF7 HUMAN GSE79586 RNASEQ UP	2/331	0.08773829405765211	0.29646842724179207	0	0	4.264220581849761	10.376540831741336	SEPT9;CLTC
ZFX KO MOUSE GSE7069 CREEDSID GENE 177 UP	2/332	0.08818997519217865	0.29646842724179207	0	0	4.251082251082251	10.322741414281056	CLTC;SEPT2
HOXA7 SHRNA FLHSPC HUMAN GSE76683 RNASEQ UP	2/332	0.08818997519217865	0.29646842724179207	0	0	4.251082251082251	10.322741414281056	AKAP13;CLTC
OVOL1 OE MDA HUMAN GSE51975 RNASEQ UP	2/335	0.08954932439180051	0.2987523285905478	0	0	4.212140712140712	10.16375104084122	CLTC;PDS5A
ZBTB38 KD HUMAN GSE50588 CREEDSID GENE 2825 UP	2/336	0.09000386608170932	0.2987523285905478	0	0	4.199315654405475	10.111543305493656	AKAP13;TCF12
SOX17 OE HUMAN GSE10809 CREEDSID GENE 1272 DOWN	2/336	0.09000386608170932	0.2987523285905478	0	0	4.199315654405475	10.111543305493656	TET1;PFDN4
HNF1A OE HUMAN GSE3308 CREEDSID GENE 279 DOWN	2/339	0.0913717253771099	0.30202369476115826	0	0	4.16129715981348	9.957231735666316	MLLT11;PFDN4
ESR1 MUT HUMAN GSE1045 CREEDSID GENE 1193 DOWN	2/341	0.09228713044924715	0.3037784710621052	0	0	4.136325326590813	9.85624519918134	CLTA;ACTN4
CHD1 KD 22RV1 HUMAN GSE84610 RNASEQ DOWN	2/343	0.09320530713048127	0.304265258814381	0	0	4.111646418098031	9.75673389834554	CLTC;AFF4
EP400 SHRNA MKL1 HUMAN GSE69876 RNASEQ DOWN	2/343	0.09320530713048127	0.304265258814381	0	0	4.111646418098031	9.75673389834554	PDS5A;AFF4
KLF10 SIRNA PANC1 HUMAN GSE90566 RNASEQ UP	2/346	0.09458771760211972	0.305486030209443	0	0	4.07516611295681	9.610169391354503	SEPT9;AFF4
CTCF SIRNA LNCAP HUMAN GSE63487 RNASEQ DOWN	2/347	0.09504988152715148	0.305486030209443	0	0	4.063146997929606	9.562021031743974	CLTC;MLLT6
TFEB OE HUMAN GSE16267 CREEDSID GENE 2976 UP	2/348	0.09551272083763597	0.305486030209443	0	0	4.051197357555739	9.51422013264112	AKAP13;AFF4
GATA1 KD MOUSE GSE2527 CREEDSID GENE 108 DOWN	2/348	0.09551272083763597	0.305486030209443	0	0	4.051197357555739	9.51422013264112	MKL1;ACTN4
MBD2 KD HMLER HUMAN GSE63234 RNASEQ DOWN	2/348	0.09551272083763597	0.305486030209443	0	0	4.051197357555739	9.51422013264112	SEPT9;ACTN4
LEF1 KD HUMAN GSE42637 CREEDSID GENE 1775 UP	2/351	0.09690526213462494	0.30869014954174884	0	0	4.015759312320917	9.37286840016079	FNBP1;EPS15
TSHZ3 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	2/352	0.09737077407355746	0.30892735549441924	0	0	4.004081632653061	9.32642375468328	CREBBP;ACTN4
AHR KO MOUSE GSE19411 CREEDSID GENE 1468 DOWN	2/358	0.10017762600120798	0.31656129816381723	0	0	3.9353932584269664	9.054593771183454	CLTC;ACTN4
HIF1A OE 786O HUMAN GSE67237 RNASEQ UP	2/363	0.1025344024652227	0.3227178404283902	0	0	3.87989711119905	8.836686448188278	SEPT9;CLTC
TBX3 SHRNA HFF HUMAN GSE76572 RNASEQ UP	2/364	0.10300765845342483	0.3229208340404985	0	0	3.8689818468823995	8.79400979314804	CEP170B;AFF4
LHX1 MUT ABLATION MOUSE GSE4230 CREEDSID GENE 775 UP	2/367	0.10443117751838346	0.32608944758704717	0	0	3.836594911937378	8.667738862537117	SEPT9;ACTN4
NFKB1 INACTIVATION HUMAN GSE20667 CREEDSID GENE 2576 DOWN	2/370	0.10586026496568358	0.32925043040507884	0	0	3.8047360248447206	8.544049560997022	MLLT11;SEPT9
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 963 DOWN	2/373	0.10729484625938056	0.3307682447449398	0	0	3.773392375818252	8.422870849698644	SEPT9;MLLT1
LHX1 ABLATION MOUSE GSE4230 CREEDSID GENE 776 DOWN	2/373	0.10729484625938056	0.3307682447449398	0	0	3.773392375818252	8.422870849698644	CLTC;ACTN4
MECP2 MUT HUMAN GSE6955 CREEDSID GENE 2473 UP	2/375	0.10825424938323239	0.3307682447449398	0	0	3.752776713902719	8.343445858089078	SEPT9;SEPT2
FOXM1 KD HUMAN GSE55204 CREEDSID GENE 1369 DOWN	2/375	0.10825424938323239	0.3307682447449398	0	0	3.752776713902719	8.343445858089078	CLTC;PFDN4
MYCN SHRNA SKNBE2 HUMAN GSE84389 RNASEQ DOWN	2/376	0.10873484743320916	0.3307682447449398	0	0	3.742551566080978	8.304134167398065	TCF12;MLLT1
STAT3 SIRNA HCC70 HUMAN GSE85579 RNASEQ DOWN	2/377	0.10921603951761504	0.3307682447449398	0	0	3.7323809523809524	8.265086440774601	CLTC;AFF4
MITF KD 501MEL HUMAN GSE61966 RNASEQ UP	2/378	0.10969782294072689	0.3307682447449398	0	0	3.7222644376899696	8.226300283409806	CLTC;ACTN4
ZNF217 SIRNA MCF7 HUMAN GSE58326 RNASEQ DOWN	2/378	0.10969782294072689	0.3307682447449398	0	0	3.7222644376899696	8.226300283409806	CLTC;PFDN4
SETDB1 KD THP1 HUMAN GSE103409 SGRNA6DAY4 RNASEQ UP	2/379	0.11018019498014156	0.3309595210430108	0	0	3.712201591511936	8.187773329296586	ACTN4;MYO1F
EZH2 SIRNA HUVEC HUMAN GSE87534 RNASEQ UP	2/383	0.1121155156480542	0.3354971869771319	0	0	3.6724784401949755	8.036211152782924	CLTC;PDS5A
DDIT3 MUT MOUSE GSE2082 CREEDSID GENE 899 UP	2/384	0.11260079052783381	0.33567782836599513	0	0	3.662677636499626	7.998945653887738	SEPT9;ACTN4
CHD1 KO 22RV1 HUMAN GSE84610 RNASEQ UP	2/387	0.1140600397962043	0.3387497422518849	0	0	3.6335807050092765	7.888613823869049	ACTN4;MLLT6
OVOL2 OE PC3 HUMAN GSE48230 RNASEQ DOWN	2/393	0.11699371121599803	0.34616116801737246	0	0	3.5767263427109977	7.674349569420853	MLLT11;SEPT9
PBRM1 OE CAKI2 HUMAN GSE76199 RNASEQ DOWN	2/398	0.11945355478394465	0.35212055328103087	0	0	3.530663780663781	7.502052010080992	CLTC;ACTN4
FOXD4L6 SIRNA T47D HUMAN GSE79586 RNASEQ UP	2/401	0.12093591225094628	0.3551649467592846	0	0	3.503580379520229	7.401294367947156	CLTC;AFF4
E2F8 KO MOUSE GSE52157 CREEDSID GENE 2828 DOWN	2/406	0.1234170377262411	0.3611091103841869	0	0	3.4593352192362095	7.237573088418387	FNBP1;VAV1
SP3 KD HUMAN GSE7102 CREEDSID GENE 1548 DOWN	2/407	0.12391481937677755	0.36122770224226664	0	0	3.450617283950617	7.205444058492178	CLTA;VAV1
MYB KD A549 HUMAN GSE85187 RNASEQ DOWN	2/408	0.12441311395226223	0.36134691184664397	0	0	3.441942294159043	7.173516069818126	SEPT9;ACTN4
GATA2 SIRNA LNCAP HUMAN GSE38393 RNASEQ UP	2/411	0.12591105019989565	0.3630282104303561	0	0	3.41617184771219	7.078921517700232	CLTC;ACTN4
KLF9 OE GBM1A HUMAN GSE62212 RNASEQ UP	2/411	0.12591105019989565	0.3630282104303561	0	0	3.41617184771219	7.078921517700232	CLTA;AFF4
AIRE KO MOUSE GSE30129 CREEDSID GENE 1676 DOWN	1/90	0.12663583920182195	0.36326316131566094	0	0	7.702828361100349	15.917430476118055	TET1
FOXA2 KD DEC HUMAN GSE44875 RNASEQ DOWN	2/413	0.12691219306724358	0.36326316131566094	0	0	3.3992005561348626	7.016833144525955	AKAP13;CLTC
ETS1 SHRNA DU145 HUMAN GSE59020 RNASEQ UP	2/414	0.12741351260436207	0.3633814980413214	0	0	3.3907766990291264	6.98607649385163	CLTC;ACTN4
BCL6 KO MOUSE GSE40493 CREEDSID GENE 2772 UP	2/416	0.12841763551008065	0.36492781314015726	0	0	3.3740510697032438	6.925130329060298	SEPT2;MYO1F
ZNF589 SIRNA BT549 HUMAN GSE79586 RNASEQ DOWN	1/92	0.12926585451198197	0.3660215952131389	0	0	7.532777567260326	15.411189911294057	ACTN4
NFE2L2 KO MOUSE GSE18344 CREEDSID GENE 1259 DOWN	2/419	0.1299274923557926	0.36658113914670054	0	0	3.3492634463857485	6.83510562009013	MKL1;MLLT1
OVOL2 OE MDA HUMAN GSE51975 RNASEQ DOWN	2/421	0.13093648319453216	0.36811324456825767	0	0	3.3329355608591884	6.776001093063859	SEPT9;ACTN4
SETDB1 KO HELA HUMAN GSE86813 RNASEQ DOWN	2/430	0.13550033315431273	0.37959313188619526	0	0	3.2613484646194926	6.51872193237937	AKAP13;PDS5A
EZH2 SHRNA NKI HUMAN GSE95304 RNASEQ UP	2/441	0.1411284154218579	0.3925755217720695	0	0	3.177839245037423	6.222479534203941	CLTC;CLTA
MYC OE MCF7 HUMAN GSE101738 RNASEQ UP	2/441	0.1411284154218579	0.3925755217720695	0	0	3.177839245037423	6.222479534203941	CLTC;PFDN4
ARX SIRNA BCD HUMAN GSE73433 RNASEQ DOWN	2/442	0.14164268942784408	0.3926235952561292	0	0	3.1704545454545454	6.196487480650996	CLTC;ACTN4
TOX4 SIRNA HCT116 HUMAN GSE56788 RNASEQ UP	2/446	0.1437040446091695	0.39694473860574786	0	0	3.141248391248391	6.094019806085861	CLTC;PDS5A
ZIC3 OE HUVEC HUMAN GSE79306 RNASEQ DOWN	2/447	0.14422043663821227	0.3969830834292254	0	0	3.134028892455859	6.068772220997827	ACTN4;MLLT6
ADNP DEFICIENCY MOUSE GSE4068 CREEDSID GENE 718 DOWN	1/105	0.14617528140858763	0.400966917752723	0	0	6.586870026525199	12.666213943509506	SEPT9
SETDB1 KD THP1 HUMAN GSE103409 SGRNA9DAY4 RNASEQ UP	2/460	0.15097062444087464	0.4122002321332458	0	0	3.043044291952589	5.75339255517625	CLTC;MYO1F
EGR2 KD MOUSE GSE53388 CREEDSID GENE 2292 UP	1/109	0.1513140092641029	0.4122002321332458	0	0	6.341634738186462	11.975530799282826	CEP170B
ADAR KD HUVEC HUMAN GSE60217 RNASEQ UP	2/463	0.15253783575606567	0.4141061520525494	0	0	3.022776572668113	5.683855591272706	PDS5A;AFF4
MYB OE HUMAN GSE2815 CREEDSID GENE 1740 UP	2/468	0.1551574394762933	0.4197582176827723	0	0	2.9895769466584916	5.570523386057107	SEPT9;ACTN4
IRX6 SIRNA BT549 HUMAN GSE79586 RNASEQ UP	2/469	0.15568247820386366	0.4197582176827723	0	0	2.98302233098807	5.548232835895925	CLTC;AFF4
SETDB1 KD THP1 HUMAN GSE103409 SGRNA9DAY7 RNASEQ UP	2/478	0.16042410761282652	0.43107158168072435	0	0	2.9252701080432173	5.35305210163734	CLTA;MYO1F
PITX2 KO 786O HUMAN GSE67844 RNASEQ UP	2/483	0.16307063368581765	0.4366976291925286	0	0	2.8941193941193943	5.248693424765717	CLTC;AFF4
BNC2 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ DOWN	1/120	0.16529183167220157	0.4411504966927001	0	0	5.752245725876557	10.354287873096176	ACTN4
MEIS2 KD KASUMI1 HUMAN GSE81328 RNASEQ UP	2/489	0.1662575844104587	0.4422339787348902	0	0	2.8575828688765035	5.1271237050173815	CLTC;PDS5A
PHF20 SHRNA H1792 HUMAN GSE82115 RNASEQ DOWN	2/492	0.16785547704491227	0.44498599619288826	0	0	2.8396501457725947	5.0677871003886	SEPT9;ACTN4
DNMT1 KO MOUSE GSE27434 CREEDSID GENE 1052 DOWN	1/125	0.171571572737233	0.4489054653595868	0	0	5.518909899888765	9.72848472744733	PDS5A
FOXQ1 SIRNA MDAMB231 HUMAN GSE79586 RNASEQ UP	2/499	0.17159496050911424	0.4489054653595868	0	0	2.7986490370796204	4.932950455879384	SEPT9;CLTC
