Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
POU5F1 18700969 ChIP-ChIP MESCs Mouse	2/567	0.2085978748833711	0.8115527189743345	0	0	2.4532237673830593	3.8450527256600093	CLTC;MLLT6
NFE2L2 20460467 ChIP-Seq MEFs Mouse	3/1055	0.20900677096268164	0.8115527189743345	0	0	1.9980988593155893	3.127801237170401	FNBP1;CLTC;MKL1
NRF2 20460467 ChIP-Seq MEFs Mouse	3/1055	0.20900677096268164	0.8115527189743345	0	0	1.9980988593155893	3.127801237170401	FNBP1;CLTC;MKL1
STAT3 1855785 ChIP-Seq MESCs Mouse	2/572	0.21135804442970962	0.8115527189743345	0	0	2.431077694235589	3.7783850622894732	DCP1A;MLLT6
CEBPB 20176806 ChIP-Seq THIOMACROPHAGE Mouse	4/1588	0.2118391288499182	0.8115527189743345	0	0	1.7857420357420357	2.7713432777341995	MLLT11;TCF12;MLLT1;PDS5A
CTNNB1 24651522 ChIP-Seq LGR5+ INTESTINAL STEM Human	1/162	0.21664298001845522	0.8241523155946828	0	0	4.242664382094667	6.4891744075022295	MYO1F
SMAD1 18555785 ChIP-Seq MESCs Mouse	2/610	0.23245940924017433	0.8781799904628808	0	0	2.2746710526315788	3.3188352635697997	FNBP1;MLLT6
RUNX 20019798 ChIP-Seq JUKART Human	2/616	0.23580780320020736	0.8801722423393071	0	0	2.2517449976733364	3.2531820124879665	TCF12;VAV1
TP63 19390658 ChIP-ChIP HaCaT Human	1/179	0.23654780520486846	0.8801722423393071	0	0	3.8341728012398297	5.52736250975957	MLLT6
SPI1 22096565 ChIP-ChIP GC-B Mouse	4/1676	0.2405042652523054	0.8801722423393071	0	0	1.6836584468163416	2.3992426743935815	MLLT11;AKAP13;CASC5;CLTA
SOX11 23321250 ChIP-ChIP Z138-A519-JVM2 Human	3/1134	0.2405412604336428	0.8801722423393071	0	0	1.8507711955987818	2.6370965882991086	MLLT11;MKL1;MLLT6
SOX2 21211035 ChIP-Seq LN229 Gbm	7/3420	0.24366913451242234	0.8801722423393071	0	0	1.4764391903081568	2.0846494265825197	CREBBP;LAMC3;MKL1;CASC5;DCP1A;AFF4;EPS15
CTBP1 25329375 ChIP-Seq LNCAP Human	3/1145	0.24500595668240946	0.8801722423393071	0	0	1.8318739054290718	2.576480739943507	MKL1;MLLT1;VAV1
E2F1 21310950 ChIP-Seq MCF-7 Human	3/1145	0.24500595668240946	0.8801722423393071	0	0	1.8318739054290718	2.576480739943507	AKAP13;CASC5;EPS15
MYCN 18555785 ChIP-Seq MESCs Mouse	5/2261	0.24690150712168177	0.8801722423393071	0	0	1.5703900709219858	2.196607890056466	MLLT11;ELL;CLTC;MLLT1;DCP1A
KLF4 18358816 ChIP-ChIP MESCs Mouse	4/1700	0.24849726422543714	0.8801722423393071	0	0	1.657656023222061	2.3079933409973408	MLLT11;ELL;CLTC;MLLT6
SOX9 26525672 Chip-Seq HEART Mouse	4/1702	0.24916640683870092	0.8801722423393071	0	0	1.6555223339675635	2.3005706282626757	FNBP1;MKL1;TET1;PFDN4
WT1 25993318 ChIP-Seq PODOCYTE Human	7/3464	0.25425320121114864	0.8923467190894507	0	0	1.453773691690458	1.9908335337660288	AKAP13;FNBP1;MKL1;TCF12;CLTA;ACTN4;MLLT6
SRY 22984422 ChIP-ChIP TESTIS Rat	1/197	0.25709039830181823	0.8965203633089046	0	0	3.4788881069669246	4.725469425364806	ACTN4
CRX 20693478 ChIP-Seq ADULT RETINA Mouse	2/668	0.2649446349001125	0.9040099979999803	0	0	2.07035607035607	2.749918152334684	CLTC;AFF4
ESR1 20079471 ChIP-ChIP T-47D Human	1/216	0.27819431969350883	0.9040099979999803	0	0	3.1684041700080194	4.053768512915731	EPS15
STAT3 24763339 ChIP-Seq IMN-ESCs Mouse	4/1788	0.2783377129683508	0.9040099979999803	0	0	1.5682994135908934	2.005729654947364	FNBP1;TET1;ACTN4;DCP1A
MYC 19915707 ChIP-ChIP AK7 Human	6/2979	0.28359880381403424	0.9040099979999803	0	0	1.429280188361924	1.8011713213275784	AKAP13;MKL1;CLTA;PFDN4;VAV1;MYO1F
MTF2 20144788 ChIP-Seq MESCs Mouse	6/2981	0.28414366853214795	0.9040099979999803	0	0	1.4281512605042017	1.7970074466438586	AKAP13;LAMC3;TCF12;PFDN4;EPS15;VAV1
E2F4 21247883 ChIP-Seq LYMPHOBLASTOID Human	6/2998	0.28878666522049573	0.9040099979999803	0	0	1.4186163101604279	1.7620165698942134	MLLT11;AKAP13;CREBBP;TCF12;CASC5;TET1
GATA1 19941827 ChIP-Seq MEL Mouse	4/1834	0.29421558711393386	0.9040099979999803	0	0	1.525010508617066	1.8657626552587792	MLLT11;AKAP13;MKL1;AFF4
NANOG 18692474 ChIP-Seq MESCs Mouse	6/3052	0.3036659106254076	0.9040099979999803	0	0	1.3890347997373604	1.6554894006526566	LAMC3;FNBP1;MKL1;ACTN4;EPS15;MLLT6
VDR 24763502 ChIP-Seq THP-1 Human	3/1288	0.30417084880267065	0.9040099979999803	0	0	1.6156506701253783	1.9228920637584064	ELL;ACTN4;VAV1
TCF3 18692474 ChIP-Seq MEFs Mouse	2/745	0.3081782877530549	0.9040099979999803	0	0	1.8483945395116324	2.175702342903699	FNBP1;ACTN4
TAF15 26573619 Chip-Seq HEK293 Human	1/247	0.31138871266299256	0.9040099979999803	0	0	2.7647883375385476	3.2257152347026716	CREBBP
DCP1A 22483619 ChIP-Seq HELA Human	2/759	0.3160138117263603	0.9040099979999803	0	0	1.8128892243819588	2.0883928365810314	CLTC;CASC5
FOXP3 17237761 ChIP-ChIP TREG Mouse	1/257	0.3217781893185005	0.9040099979999803	0	0	2.6554418103448274	3.0109864129122434	MKL1
SMARCA4 23332759 ChIP-Seq OLIGODENDROCYTES Mouse	5/2522	0.3255491945283896	0.9040099979999803	0	0	1.3868096940802543	1.5563356596321785	FNBP1;TCF12;TET1;DCP1A;EPS15
SMAD2 18955504 ChIP-ChIP HaCaT Human	4/1936	0.3299146504705542	0.9040099979999803	0	0	1.4363752189839147	1.5928270649411203	AKAP13;FNBP1;CLTC;MYH11
SMAD3 18955504 ChIP-ChIP HaCaT Human	4/1936	0.3299146504705542	0.9040099979999803	0	0	1.4363752189839147	1.5928270649411203	AKAP13;FNBP1;CLTC;MYH11
TCF3 18692474 ChIP-Seq MESCs Mouse	3/1351	0.33063277952356224	0.9040099979999803	0	0	1.5349488954830202	1.6988000037179702	FNBP1;ACTN4;MLLT6
VDR 21846776 ChIP-Seq THP-1 Human	2/794	0.3355306737678538	0.9040099979999803	0	0	1.7296176046176046	1.8888148947387338	ELL;VAV1
SOX2 20726797 ChIP-Seq SW620 Human	5/2564	0.3386127496980725	0.9040099979999803	0	0	1.3607659241891363	1.4735709098254692	MLLT11;AKAP13;CLTA;ACTN4;MLLT6
VDR 24787735 ChIP-Seq THP-1 Human	2/805	0.34163848456553086	0.9040099979999803	0	0	1.7049457391923146	1.8311154128464622	ELL;ACTN4
TCFCP2L1 18555785 ChIP-Seq MESCs Mouse	4/1987	0.3479368299045654	0.9040099979999803	0	0	1.3954769385934287	1.4732529232827594	CLTA;ACTN4;DCP1A;EPS15
NANOG 18692474 ChIP-Seq MEFs Mouse	4/1989	0.3486450890543292	0.9040099979999803	0	0	1.393915907769812	1.4687703225077342	LAMC3;FNBP1;ACTN4;EPS15
TET1 21490601 ChIP-Seq MESCs Mouse	4/1994	0.3504161335510118	0.9040099979999803	0	0	1.3900270583687668	1.4576294643816954	MLLT11;LAMC3;CLTC;AFF4
CEBPB 20176806 ChIP-Seq MACROPHAGES Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	CLTC;MKL1;TET1;MLLT6
JUND 26020271 ChIP-Seq SMOOTH MUSCLE Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	MLLT11;AKAP13;FNBP1;PFDN4
HOXB7 26014856 ChIP-Seq BT474 Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	ELL;CLTC;AFF4;MLLT6
FOXO3 22982991 ChIP-Seq MACROPHAGES Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	CASC5;ACTN4;DCP1A;AFF4
BCL6 25482012 ChIP-Seq CML-JURL-MK1 Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	ACER1;TET1;PDS5A;VAV1
FOXM1 26456572 ChIP-Seq MCF-7 Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	AKAP13;TCF12;MLLT1;EPS15
NANOG 18555785 Chip-Seq ESCs Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	FNBP1;CASC5;EPS15;GIGYF2
SOX2 18555785 Chip-Seq ESCs Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	FNBP1;CASC5;PFDN4;GIGYF2
SMAD1 18555785 Chip-Seq ESCs Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	LAMC3;CASC5;EPS15;GIGYF2
ZFX 18555785 Chip-Seq ESCs Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	FNBP1;CASC5;PFDN4;GIGYF2
STAT3 18555785 Chip-Seq ESCs Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	LAMC3;CASC5;PFDN4;GIGYF2
NMYC 18555785 Chip-Seq ESCs Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	FNBP1;CASC5;PFDN4;GIGYF2
P300 18555785 Chip-Seq ESCs Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	FNBP1;CASC5;PFDN4;GIGYF2
OCT4 19829295 ChIP-Seq ESCs Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	FNBP1;MKL1;PDS5A;DCP1A
CEBPA 20513432 ChIP-Seq MACROPHAGES Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	CLTC;MKL1;TET1;MYH11
CEBPB 20513432 ChIP-Seq MACROPHAGES Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	CLTC;MKL1;TET1;MYH11
SMC4 20622854 ChIP-Seq HELA Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	AKAP13;FNBP1;CLTC;MKL1
P68 20966046 ChIP-Seq HELA Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	ACER1;ELL;TCF12;CLTA
EBF1 22473956 ChIP-Seq BONE MARROW Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	LAMC3;FNBP1;PFDN4;GIGYF2
GATA4 25053715 ChIP-Seq YYC3 Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	MKL1;CASC5;ACTN4;DCP1A
UBF1/2 26484160 Chip-Seq FIBROBLAST Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	AKAP13;MLLT1;MYH11;EPS15
UBF1/2 26484160 Chip-Seq HMECs Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	CLTC;MLLT1;AFF4;MLLT6
CTCF 26484167 Chip-Seq Bcells Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	LAMC3;FNBP1;TET1;VAV1
GATA3 26560356 Chip-Seq TH1 Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	ELL;MLLT1;PDS5A;PFDN4
CREB1 26743006 Chip-Seq LNCaP Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	PDS5A;EPS15;MYO1F;MLLT6
ELF3 26769127 Chip-Seq PDAC-Cell line Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	ELL;TCF12;TET1;ACTN4
KDM2B 26808549 Chip-Seq K562 Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	CREBBP;LAMC3;TET1;MLLT6
CEBPB 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	AKAP13;FNBP1;PFDN4;EPS15
GATA3 27048872 Chip-Seq THYMUS Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	AKAP13;ACTN4;DCP1A;MYO1F
ATF3 27146783 Chip-Seq COLON Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	ELL;CASC5;PDS5A;EPS15
SA1 27219007 Chip-Seq Bcells Human	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	ACER1;CREBBP;TET1;MLLT1
RING1B 27294783 Chip-Seq NPCs Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	CLTC;PFDN4;AFF4;MLLT6
PU1 27457419 Chip-Seq LIVER Mouse	4/2000	0.3525420927079663	0.9040099979999803	0	0	1.3853861569292432	1.4443831754304377	LAMC3;FNBP1;PFDN4;GIGYF2
ZFP281 18757296 ChIP-ChIP E14 Mouse	4/2004	0.3539597970110217	0.9040099979999803	0	0	1.3823076923076922	1.4356259817642087	MLLT11;CLTC;AFF4;MLLT6
GATA3 20176728 ChIP-ChIP TSCs Mouse	2/834	0.3576682101591606	0.9049537328463593	0	0	1.6430288461538463	1.6892793023975605	CLTC;MLLT6
SALL4 22934838 ChIP-ChIP CD34+ Human	3/1418	0.3588327405495301	0.9049537328463593	0	0	1.4570082449941106	1.4932861516977898	AKAP13;CLTA;ACTN4
PPARG 20176806 ChIP-Seq THIOMACROPHAGE Mouse	2/837	0.359319864512525	0.9049537328463593	0	0	1.636869118905047	1.6754047822515825	FNBP1;MLLT1
GABP 19822575 ChIP-Seq HepG2 Human	5/2639	0.36210349802029734	0.9053680977321115	0	0	1.316324981017464	1.337156089590069	CLTC;MLLT1;ACTN4;DCP1A;GIGYF2
AR 21909140 ChIP-Seq LNCAP Human	1/298	0.3628129509294123	0.9053680977321115	0	0	2.2841054220364567	2.3157810858909884	MKL1
RAD21 21589869 ChIP-Seq MESCs Mouse	4/2036	0.3653105494376169	0.9059462362078209	0	0	1.3581162931556632	1.3676332479430913	MKL1;MLLT1;VAV1;MYO1F
GATA4 21415370 ChIP-Seq HL-1 Mouse	4/2039	0.366375316113457	0.9059462362078209	0	0	1.3558873558873559	1.3614424496209645	FNBP1;CLTC;TCF12;EPS15
HCFC1 20581084 ChIP-Seq MESCs Mouse	1/306	0.37053495867924047	0.9059924181030091	0	0	2.223289994347089	2.2072989439063053	CASC5
TCFAP2C 20176728 ChIP-ChIP TROPHOBLAST STEM CELLS Mouse	5/2667	0.37091242060456564	0.9059924181030091	0	0	1.3003756574004508	1.2896986724861506	FNBP1;CLTA;DCP1A;AFF4;MLLT6
RUNX1 26923725 Chip-Seq HPCs Mouse	2/859	0.37139027433266736	0.9059924181030091	0	0	1.593015502583764	1.5778847496745738	FNBP1;MLLT1
SOX2 19030024 ChIP-ChIP MESCs Mouse	2/863	0.37357662233839445	0.9072575113932436	0	0	1.585282893645263	1.5609205017499566	CLTC;MLLT6
SMAD3 21741376 ChIP-Seq HESCs Human	3/1460	0.3764782983683097	0.9102408636104911	0	0	1.4118050789293068	1.3791851444948189	AKAP13;LAMC3;PFDN4
HIF1A 21447827 ChIP-Seq MCF-7 Human	1/321	0.3847706040277038	0.9261734893410216	0	0	2.117456896551724	2.0223999283160023	PFDN4
CDX2 19796622 ChIP-Seq MESCs Mouse	1/334	0.3968559967347043	0.9431092082486818	0	0	2.033447240343792	1.8792749159922981	TCF12
TAF7L 23326641 ChIP-Seq C3H10T1-2 Mouse	2/912	0.4001296311354206	0.9431092082486818	0	0	1.4960753532182103	1.3703552140191864	CLTC;DCP1A
CCND1 20090754 ChIP-ChIP RETINA Mouse	4/2137	0.40115568183952555	0.9431092082486818	0	0	1.2865231346244004	1.175117555348711	MLLT11;ELL;AFF4;MLLT6
ELK1 19687146 ChIP-ChIP HELA Human	2/916	0.40227712162651624	0.9431092082486818	0	0	1.4892153798061893	1.3561004789768665	MLLT11;AFF4
ZNF217 24962896 ChIP-Seq MCF-7 Human	3/1522	0.4024008298026984	0.9431092082486818	0	0	1.349645234437861	1.2285909619554871	AKAP13;CLTC;ACTN4
NR3C1 23031785 ChIP-Seq PC12 Mouse	2/918	0.4033496591634852	0.9431092082486818	0	0	1.4858078602620088	1.3490414050298973	TCF12;MYH11
ELK1 22589737 ChIP-Seq MCF10A Human	2/928	0.40870007682848053	0.9431092082486818	0	0	1.4689910521443998	1.3144145596248384	TCF12;ACTN4
FOXO1 23066095 ChIP-Seq LIVER Mouse	1/347	0.4087117496746655	0.9431092082486818	0	0	1.9557504484751844	1.7498982086832564	ELL
FOXM1 25889361 ChIP-Seq OE33 AND U2OS Human	2/932	0.4108344299533995	0.9431092082486818	0	0	1.4623655913978495	1.3008692363136636	PFDN4;DCP1A
EZH2 23942234 ChIP-Seq MYOBLASTS AND MYOTUBES Mouse	2/935	0.4124329800721141	0.9431092082486818	0	0	1.4574337773694688	1.2908222200214754	MKL1;PFDN4
ZIC3 20872845 ChIP-ChIP MESCs Mouse	1/365	0.42475613689302905	0.9431092082486818	0	0	1.8573323228495642	1.5903223586633954	MLLT6
STAT3 20064451 ChIP-Seq CD4+T Mouse	4/2204	0.4248484844928372	0.9431092082486818	0	0	1.2426573426573426	1.0637428696495388	AKAP13;FNBP1;CLTC;MLLT6
JUN 21703547 ChIP-Seq K562 Human	3/1585	0.42850017648494254	0.9431092082486818	0	0	1.2914735215620172	1.0944774831772632	AKAP13;MLLT1;EPS15
RCOR3 21632747 ChIP-Seq MESCs Mouse	5/2851	0.4289527219019618	0.9431092082486818	0	0	1.203373155305692	1.018545353344375	AKAP13;ACER1;CREBBP;CASC5;MLLT6
GATA1 19941826 ChIP-Seq K562 Human	2/967	0.4293620243426286	0.9431092082486818	0	0	1.4067357512953367	1.189331544376248	CREBBP;MKL1
MYCN 21190229 ChIP-Seq SHEP-21N Human	1/373	0.431751124803402	0.9431092082486818	0	0	1.8166481275491286	1.5258135836281974	PFDN4
NANOG 16518401 ChIP-PET MESCs Mouse	6/3520	0.4374945535974644	0.9431092082486818	0	0	1.1707455890722822	0.9678448677452769	FNBP1;CLTC;TCF12;ACTN4;MYO1F;MLLT6
E2F1 18555785 ChIP-Seq MESCs Mouse	7/4172	0.43948017604951195	0.9431092082486818	0	0	1.1549141395688711	0.9495272909497657	CREBBP;ELL;FNBP1;CASC5;ACTN4;DCP1A;AFF4
CEBPB 23403033 ChIP-Seq LIVER Mouse	1/382	0.43952220933002456	0.9431092082486818	0	0	1.7729206263010227	1.4574595936172996	MLLT11
MYBL2 22936984 ChIP-ChIP MESCs Mouse	4/2250	0.44102818780008174	0.9431092082486818	0	0	1.2140557572436468	0.9938824814956919	MLLT11;CLTC;CASC5;EPS15
RARG 19884340 ChIP-ChIP MEFs Mouse	1/390	0.44634351612521933	0.9431092082486818	0	0	1.7357503767396507	1.400171521412933	MLLT6
GRHL2 25758223 ChIP-Seq PLACENTA Mouse	2/1000	0.44657352514826887	0.9431092082486818	0	0	1.35785857429144	1.0946393492904045	AKAP13;MLLT1
FLI1 27457419 Chip-Seq LIVER Mouse	1/393	0.44888075865326	0.9431092082486818	0	0	1.7222026741731176	1.379480893195445	GIGYF2
RCOR2 21632747 ChIP-Seq MESCs Mouse	1/401	0.45559191034511737	0.9431092082486818	0	0	1.6870689655172413	1.326302432475473	MLLT6
ELF1 20517297 ChIP-Seq JURKAT Human	2/1020	0.4568757140117705	0.9431092082486818	0	0	1.3297782767330901	1.0416736823661534	ACER1;ELL
SMAD4 19686287 ChIP-ChIP HaCaT Human	1/405	0.4589177927355539	0.9431092082486818	0	0	1.6700238989416183	1.3007552047202942	AFF4
PRDM5 23873026 ChIP-Seq MEFs Mouse	2/1029	0.4614787565772211	0.9431092082486818	0	0	1.317498956739463	1.0188473147860302	FNBP1;CLTA
GF1B 26923725 Chip-Seq HPCs Mouse	3/1676	0.46558854553893847	0.9431092082486818	0	0	1.2151823072325165	0.9289497413214657	CREBBP;MLLT1;DCP1A
BRD4 25478319 ChIP-Seq HGPS Human	4/2326	0.4675355704994287	0.9431092082486818	0	0	1.1692837739349367	0.8889828881832907	MLLT11;AKAP13;MKL1;MLLT1
NR0B1 18358816 ChIP-ChIP MESCs Mouse	3/1691	0.4716182549907275	0.9431092082486818	0	0	1.2033965244865719	0.9044552611467368	MLLT11;CLTC;MLLT6
YY1 22570637 ChIP-Seq MALME-3M Human	2/1049	0.4716326410592128	0.9431092082486818	0	0	1.290967389821258	0.970232866620725	MKL1;EPS15
CTBP2 25329375 ChIP-Seq LNCAP Human	2/1053	0.473650788297971	0.9431092082486818	0	0	1.2857822481989942	0.960845738944907	ELL;TET1
ESR2 21235772 ChIP-Seq MCF-7 Human	1/424	0.4744493606761196	0.9431092082486818	0	0	1.5934621341811364	1.1880859856180082	TCF12
SALL4 18804426 ChIP-ChIP MESCs Mouse	2/1062	0.47817599478030126	0.9431092082486818	0	0	1.2742587601078168	0.9401180717150017	CLTC;MLLT6
TBX3 20139965 ChIP-Seq MESCs Mouse	2/1068	0.4811806815574435	0.9431092082486818	0	0	1.266684534977218	0.9265954975221687	CLTC;MLLT6
TBX3 20139965 ChIP-Seq ESCs Mouse	2/1070	0.48218007428040977	0.9431092082486818	0	0	1.2641787051899411	0.922139526966176	CLTC;MLLT6
E2F1 17053090 ChIP-ChIP MCF-7 Human	3/1726	0.4855833858476982	0.9431092082486818	0	0	1.17669439607919	0.8500490367738064	CASC5;MLLT1;MLLT6
CEBPB 26923725 Chip-Seq MESODERM Mouse	2/1079	0.4866638257299351	0.9431092082486818	0	0	1.2530176415970289	0.9024003633593554	FNBP1;TCF12
CEBPD 21427703 ChIP-Seq 3T3-L1 Mouse	3/1735	0.489149792960144	0.9431092082486818	0	0	1.170002566076469	0.8366530532383797	TCF12;CASC5;ACTN4
CREB1 20920259 ChIP-Seq GC1-SPG Mouse	5/3057	0.4932027238792816	0.9431092082486818	0	0	1.1086500655307994	0.783632652259677	ELL;CLTC;MKL1;CASC5;MLLT1
TP53 16413492 ChIP-PET HCT116 Human	1/449	0.4942302694867273	0.9431092082486818	0	0	1.5026169950738917	1.0589749438142602	CREBBP
PCGF2 27294783 Chip-Seq NPCs Mouse	1/451	0.4957812698223377	0.9431092082486818	0	0	1.4957854406130269	1.0494736356716685	GIGYF2
SCL 21571218 ChIP-Seq MEGAKARYOCYTES Human	3/1784	0.5083789763058765	0.9431092082486818	0	0	1.1347557551937113	0.7676941472923411	AKAP13;LAMC3;ACTN4
HNF4A 19761587 ChIP-ChIP CACO-2 Human	2/1126	0.5097119044132039	0.9431092082486818	0	0	1.197635993899339	0.8070984009999427	CLTC;CASC5
KDM6A 18722178 ChIP-ChIP U937 AND SAOS2 Human	1/479	0.5170183977321992	0.9431092082486818	0	0	1.4061462992353195	0.9276021185034534	TCF12
HOXB4 20404135 ChIP-ChIP EML Mouse	3/1824	0.5238272061714053	0.9431092082486818	0	0	1.107389102446763	0.7160304940193691	CLTC;MKL1;CLTA
HSF1 23293686 ChIP-Seq STHDH STRIATAL Mouse	2/1156	0.5240922407382451	0.9431092082486818	0	0	1.1646447140381282	0.7524624827676036	ELL;CASC5
AR 22383394 ChIP-Seq PROSTATE CANCER Human	3/1857	0.5363928330162414	0.9431092082486818	0	0	1.0857005873187102	0.6762703982665991	CLTC;TCF12;TET1
PPAR 26484153 Chip-Seq NCI-H1993 Human	2/1185	0.5377408158035584	0.9431092082486818	0	0	1.1343436782997223	0.7037225316209369	ELL;DCP1A
STAT6 20620947 ChIP-Seq CD4 POS T Human	1/508	0.538101597023569	0.9431092082486818	0	0	1.3237434537169286	0.8203342686901739	AKAP13
SIN3A 21632747 ChIP-Seq MESCs Mouse	2/1186	0.5382069702284814	0.9431092082486818	0	0	1.1333252895752897	0.7021087185370066	MLLT11;ELL
PCGF2 27294783 Chip-Seq ESCs Mouse	1/512	0.5409388678567936	0.9431092082486818	0	0	1.3131115459882583	0.8068400828034238	GIGYF2
MEIS1 26923725 Chip-Seq HEMOGENIC-ENDOTHELIUM Mouse	2/1196	0.542851933235977	0.9431092082486818	0	0	1.1232352237377363	0.6862053791365964	MYH11;DCP1A
TAL1 20566737 ChIP-Seq PRIMARY FETAL LIVER ERYTHROID Mouse	3/1875	0.5431757792155726	0.9431092082486818	0	0	1.074192782526116	0.6556038019456261	CLTC;MKL1;CLTA
STAT5 23275557 ChIP-Seq MAMMARY-EPITHELIUM Mouse	2/1197	0.5433147677183854	0.9431092082486818	0	0	1.1222355050806934	0.6846382242256492	CLTC;DCP1A
SOX9 26525672 Chip-Seq Limbbuds Mouse	2/1230	0.5584175157911386	0.9431092082486818	0	0	1.0901582131223826	0.6351788952399077	CLTC;TET1
NANOG 18358816 ChIP-ChIP MESCs Mouse	2/1232	0.5593221181709472	0.9431092082486818	0	0	1.0882694541231126	0.6323169090226161	ACTN4;MLLT6
PRDM14 21183938 ChIP-Seq MESCs Mouse	3/1944	0.5686912743691372	0.9431092082486818	0	0	1.0320567863071728	0.5825109812668136	FNBP1;TCF12;MLLT6
TCF3/E2A 22897851 ChIP-Seq JUKARTE6-1 Human	3/1946	0.5694190207464062	0.9431092082486818	0	0	1.0308800823468862	0.5805284692251691	CREBBP;PDS5A;DCP1A
SOX17 20123909 ChIP-Seq XEN Mouse	3/1947	0.5697826385129333	0.9431092082486818	0	0	1.0302926383173296	0.5795399457766263	CLTC;TCF12;AFF4
MECOM 23826213 ChIP-Seq KASUMI Mouse	3/1951	0.5712354032532376	0.9431092082486818	0	0	1.0279488934519736	0.5756039809847517	MLLT11;MKL1;MYO1F
SOX2 18692474 ChIP-Seq MESCs Mouse	5/3319	0.5716382465705779	0.9431092082486818	0	0	1.0051901025950514	0.562151483030192	MLLT11;FNBP1;MKL1;ACTN4;MLLT6
POU5F1 26923725 Chip-Seq MESODERM Mouse	1/559	0.5730401593966401	0.9431092082486818	0	0	1.1996044988258558	0.6679391593720082	LAMC3
TEAD4 26923725 Chip-Seq HEMANGIOBLAST Mouse	1/559	0.5730401593966401	0.9431092082486818	0	0	1.1996044988258558	0.6679391593720082	LAMC3
HTT 18923047 ChIP-ChIP STHdh Human	1/566	0.577631539066439	0.9431092082486818	0	0	1.1843149221849252	0.6499746369755928	VAV1
EWS-FLI1 20517297 ChIP-Seq SK-N-MC Human	1/574	0.5828203941912246	0.9431092082486818	0	0	1.1672985496780406	0.6301967190499104	MYO1F
SOX2 18692474 ChIP-Seq MEFs Mouse	3/1991	0.5856110944000406	0.9431092082486818	0	0	1.0050301810865192	0.5377910178954491	MLLT11;FNBP1;ACTN4
STAT3 18555785 ChIP-Seq MESCs Mouse	3/1997	0.587743317444077	0.9431092082486818	0	0	1.001671681711802	0.5323534016080415	AKAP13;TET1;PDS5A
CDX2 22108803 ChIP-Seq LS180 Human	3/2000	0.5888070408739647	0.9431092082486818	0	0	1.0	0.5296567536329128	PDS5A;DCP1A;GIGYF2
